author,date,comment
Francisco Maia,2019-03-20T04:00:00.000Z,"Just as surprising as the plot twists is the entertainment provided by The Messenger's dialogues. The gameplay is great and represents an evolution of the games that it takes inspiration from, but it's the unforeseen events, in the good sense, that makes this journey fantastic."
Stephen Tailby,2019-03-19T04:00:00.000Z,"The Messenger is a rock solid action platformer that balances out its retro stylings with modern touches and brilliantly slick controls. Blasting through the lengthy story is compelling, as new story beats and abilities are thrown into the mix. It perhaps flies a little too close to the sun later on as you hunt down the final few collectibles, but by and large, it's a cloud-stepping joy. Fans of 2D action games should have a blast with this, and that's a message we're happy to pass along."
Gabriel Carli,2018-12-08T05:00:00.000Z,"The Messenger is a game that, despite being heavily influenced by the classics, should be played by all. It has very few flaws and is good through and through. Its art direction is stunning, its soundtrack is exceptional, its level design is marvellous and its gameplay is intuitive, but it's not as innovative as it should be."
Chris Davis,2018-12-03T05:00:00.000Z,"The Messenger has a unique spin that sets it apart from other games and yet, ironically, it lacks an identity of its own. As a modern Ninja Gaiden game it’s excellent, but it only maintains that for half the game. The other half is a faint-hearted attempted at a Metroidvania that never quite works. I thoroughly enjoyed eight to nine hours of my twelve-hour playthrough. The other three or four were a little more tedious than I would have liked but that shouldn’t entirely negate a brilliant platformer with plenty to offer even in a year that’s been chock full of throwback retro platformers."
Pedro Mesquita,2018-11-26T05:00:00.000Z,"The Messenger is a marvel of a game in the form of tributes to classical 8 and 16-bit series, with accompanying styles to match. With its surprisingly involving and hilarious plot, The Messenger manages to feature both plenty of action and exploration in a retro style and to grab the player's attention to its events in a way that few games of a similar style do."
Evan Rowe,2018-11-01T04:00:00.000Z,"The Messenger is one of the most successful contemporary takes on 80s and 90s platforming I've ever had the pleasure of experiencing. Where many games attempt to cash in on easy nostalgia plays and fall short of impressing anybody, The Messenger wholeheartedly embraces the design philosophies from the era of its inspiration and uses them as a framework for experimentation rather than a set of guidelines to be ignored as often as they're followed."
Sean Colleli,2018-10-22T04:00:00.000Z,"Packed with clever story surprises and dynamic, richly-constructed gameplay, The Messenger is both a tribute to and affectionate pastiche of 8 and 16-bit game design, storytelling and nostalgia. It belongs in every Switch owner's eShop library."
Parham Aghakhani,2018-09-24T04:00:00.000Z,"The Messenger is more than a mere homage to games from 80s and 90s and especially, Ninja Gaiden; because through its stunning looks, clever writing, fantastic soundtrack and amazing gameplay, it has created its own identity and turned out vastly superior to all of those titles. It's a quality game that makes you want to get back to it as fast as you can and play more. The Messenger is a must-play and no one should miss it"
Robert Marrujo,2018-09-20T04:00:00.000Z,The Messenger is a real accomplishment for the fledgling Sabotage Studio.
David Infante,2018-09-18T00:00:00.000Z,"Sabotage first game not only is a love letter to the genre, but also one of the greatest games of the year. The Messenger is a tough but fair game that charms the players with the story and it's characters. Also tries to break new ground in the genre with some of the mechanics we found in the game."
Ricky da Conceição,2018-09-15T04:00:00.000Z,"The Messenger is a fascinating exercise in genre reinvention, a showcase for two radically different approaches to homage."
Jesús Díaz-Suelto Berrueco,2018-09-13T00:00:00.000Z,"The Messenger exudes charisma and is wrapped with fantastic control and a development full of surprises, with a difficulty curve that few titles match. In the second half of the game there are somewhat uglier details that do not make the set worse but they do leave a feeling that it could have been a little better."
Kosta Andreadis,2018-09-11T04:00:00.000Z,"But even so, The Messenger features an understanding of design, from the 8-bit to the 16-bit to the modern era, that make it more than a throwback."
Robert Scarpinito,2018-09-10T04:00:00.000Z,"The Messenger goes beyond paying its respects to the games of the past, effectively using the time shifting as a homage to the 8- and 16-bit eras. It’s more than a gimmick, acting as both a game mechanic and a storytelling tool. The interesting narrative draws you in while the clever writing breaks the fourth wall to make you laugh. The tight controls keep you playing, despite the slight tedium of the Metroidvania segments. The Messenger toes the line between being a tribute to old-school games and being a modern game with a fresh feeling."
David Valero,2018-09-10T04:00:00.000Z,"The Messenger has all the necessary elements to become the indie of the year or at least to fight it with arguments of weight. A design of outstanding levels, battles with bosses very satisfactory, plot with a lot of chicha and fun to tons. So tie your sword to your belt and jump without fear of adventure."
Patrice Naderi,2018-09-08T04:00:00.000Z,"The Messenger is an almost entirely well-made Genremix, which has his issues with the difficulty in the second half, but thanks to the humour, the flawless gameplay, the lovely artwork and the score the title manages to succeed in every discipline. Jump N`Run and Indiegaming Fans can`t go around this one"
Mitchell Saltzman,2018-09-05T04:00:00.000Z,"When you're fully geared up and The Messenger is hitting you with brand new stages and challenges that you haven't seen before, The Messenger is an amazing, must-play experience. Taken as a whole, it's brought down only by fetch quests that make The Messenger last several hours longer than it feels like it should."
A.J. Maciejewski,2018-09-05T04:00:00.000Z,"Ninja games have been around since 8-bit classics like Ninja Gaiden, Strider, and Shadow of the Ninja. The Messenger fits right in with its tight gameplay, challenging degree of difficulty, and satisfying campaign."
Patrick Landry,2018-09-04T04:00:00.000Z,"Sabotage created a game filled with nostalgia in a very positive way. This is one of the best game of the year so far! Every gamer who's played retro classics like Ninja Gaiden or Strider, should give this one a try."
Nate Hohl,2018-09-04T04:00:00.000Z,"The Messenger is a game that makes no effort to hide who its intended audience is, and its clever combining of two distinct gameplay genres ensures that it casts a rather wide net. Whether you're a die-hard retro gaming fan or a genre newbie eager to dive into the deep end, Sabotage's debut title is one adventure worth embarking on."
Zhiqing Wan,2018-09-04T04:00:00.000Z,"Overall, The Messenger is a really solid game for fans of the platformer and Metroidvania genres. Had the first half of the game been a little more condensed, and the second half not been too dragged out, the game could've been near-perfect. Even so, if you have even an appreciation for retro or old-school games, you can't go wrong with The Messenger."
Dean James,2018-09-04T04:00:00.000Z,"The Messenger is easily one of the best indie games in recent years where you can see the passion of the developer in nearly every aspect of the gameplay, complete with some unique twists along the way."
Zack Palm,2018-09-04T04:00:00.000Z,"The Messenger leans on classic platformers from the 80s and 90s, but comes with plenty of its own tricks to make it feel like a wonderful twist with plenty of tongue-in-cheek humor."
Andrea Fontanesi,2018-09-03T04:00:00.000Z,"How difficult it is to make all this coexist in a single product, yet The Messenger succeeds, moreover with a maniacal attention to detail and an overall harmony "
Evan Norris,2018-09-03T04:00:00.000Z,"Arguably the finest 2D action-adventure of 2018, a year that has seen an influx of well-crafted Metroidvanias."
Jason Flatt,2021-09-10T00:00:00.000Z,"While an older entry in the genre, Nuclear Throne is still creative and fun and feels totally fresh in the sea of bullet hells. It has just enough to it to keep you going, though, by comparison to more robust roguelikes, it has the potential to dry up after a while if you’re not mastering it fast enough. Nonetheless, it’s well worth a dive into, especially with its appearance on Xbox Game Pass."
Mitch Vogel,2019-04-09T04:00:00.000Z,"If you’re a fan of Enter the Gungeon, roguelikes, or difficult games in general, Nuclear Throne is going to be right up your alley; we’d give this one a high recommendation."
Casey Gibson,2019-03-24T04:00:00.000Z,"It runs flawlessly in both handheld and docked modes, the pixel art looks great with interesting character and enemy design, offers co-op play, and the amount of variation between each run keeps it fresh as you slam your head against the wall again and again on the way to the throne. The difficulty is absolutely harsh and is sure to turn some off, but feels completely fair, outside of the rare fake chest which can quickly destroy an otherwise promising run. However, no matter how frustrating a death can be, I constantly found myself right back into it without a second thought."
Jonathan Gordon,2016-04-08T04:00:00.000Z,Sets a new benchmark for twin-stick shooters
A.J. Maciejewski,2016-02-09T05:00:00.000Z,Nuclear Throne is a thrilling rogue-like twin stick shooter that'll keep you coming back for more.
Ashley Gill,2016-01-31T05:00:00.000Z,Nuclear Throne's nearly a perfect entry into the roguelike-like genre for anyone who's butt needs a throne to sit and ego needs a beat down.
Tommy Daniels,2016-01-27T05:00:00.000Z,I would recommend Nuclear Throne to anyone that likes video games.
David Shimomura,2016-01-27T05:00:00.000Z,"""Point, click, boom"" in its most distilled form"
Marcus Jones,2016-01-09T05:00:00.000Z,"Nuclear Throne is an addicting game, especially given its simple, yet challenging design. Each mutant feels unique in their special abilities, and the levels feel like a throwback to classic 8-bit designs. I highly recommend it, especially as those capable of overcoming the main game can look into its co-op options or the daily and weekly challenges Vlambeer throws in for fun."
Simon Fitzgerald,2016-01-08T05:00:00.000Z,"Nuclear Throne is one of the greatest rogue-like games that we have ever played: the gunplay is very satisfying, the characters and their creative abilities are wonderfully wacky, and the entire experience has so much variety that it becomes very addictive. If you are a fan of rogue-likes or simply want an outstanding game to play, then we suggest that you let Vlambeer's latest rule over your PlayStation lands, 'cause it's definitely ruling over ours."
Alexander Chatziioannou,2015-12-27T05:00:00.000Z,"Nuclear Throne is impeccably presented and tightly designed. There is enough variety in characters, upgrades and weapons to ensure that playthroughs never get repetitive and its visceral combat is a joy in itself. Its frustrating unfairness, however, holds it back and may alienate even hardcore roguelike fans. Not the heir to Isaac's throne many had hoped for then, but still the best action roguelike of 2015."
George Umbarger,2015-12-22T05:00:00.000Z,"Balancing demand for careful planning and perfect execution, Nuclear Throne is a frantic funhouse of procedurally-generated carnage."
John-Paul Jones,2015-12-21T05:00:00.000Z,"Multi-layered in its sophistication while being drenched in aesthetic bombast and effortlessly entertaining, Nuclear Throne isn't just Vlambeer's finest work to date, it also happens to be the best twin-stick shooter since Helldivers; even in light of its relatively minor transgressions."
Daniel Tack,2015-12-16T05:00:00.000Z,"While the core game can be completed by a skilled player in under an hour, plenty of roguelike randomness and challenges keep you coming back"
Chloi Rad,2015-12-16T00:00:00.000Z,Nuclear Throne is an enjoyably tough run-and-gun with tons of energy and variety to justify hours and hours of replays.
Jordan Devore,2015-12-15T05:00:00.000Z,"In the end, I have come to love and loathe Nuclear Throne. It's one of the hardest, most rewarding games I've ever played. But as satisfying as it can eventually become, I think it is far too demanding for its own good. With additional polish and balancing, this could be a masterpiece in the genre. It's not quite there yet, but it's close."
Edwin Evans-Thirlwell,2015-12-14T05:00:00.000Z,"A crowning achievement for Vlambeer, and one of the finest action-roguelikes ever made."
James Slack,2015-12-10T05:00:00.000Z,"Nuclear Throne revels in its own madness as a twin-stick shooter that could easily stand shoulder to shoulder with any other in the genre. While the repetitive nature of locales does grate after a while, it's still difficult to not come back for one more game time and time again."
David Jenkins,2015-12-10T05:00:00.000Z,"Another perfectly constructed neo-arcade game from the makers of Luftrausers, which perfectly marries twin stick shooters with roguelike punishment."
Jeffrey Matulef,2015-12-09T05:00:00.000Z,Vlambeer's latest pocket of panicky delight is an intense arcade roguelike that rivals Spelunky and The Binding of Isaac.
John Walker,2015-12-08T05:00:00.000Z,"If you're the sort who shies away from bullet hell twin-stick shooters, or finds the permadeath of roguelikes to be too punishing, I think Nuclear Throne might be the game to try. It might well ease you into those troubling waters. I tend toward those instincts too, but this is so immediately accessible, so ridiculously replayable, and so satisfying to get better at, that it transcends. And if those sorts of games are your thing and you've not already delved in during development, then flipping crikey, get this immediately. And blimey, I'm tired."
Andrei Dumitrescu,2015-12-08T05:00:00.000Z,"Nuclear Throne manages to walk a fine line between challenging, with options for the player who wants to succeed in the post-apocalypse, and unfairly difficult, filled with obstacles that will induce frustration for even the most hardened fans of the rogue-like genre."
Gianluca Arena,2020-04-24T00:00:00.000Z,"Dandara Trials of Fear is the best version of the game so far, and it's absolutely free for Dandara owners. All the rest of the people should give this metroidvania a chance."
Ville Kovanen,2020-04-21T00:00:00.000Z,"""Gravity is not a restriction."""
Alireza Abroshan,2020-04-02T00:00:00.000Z,"If you are a fan of Metroidvania and Platformer games, we highly recommend this title. The game offers great content for its low price, and is well worth the purchase. Of course, the game is somewhat difficult. It can get a bit challenging and tiresome, but there are cheats in the game that can reduce some of the difficulty. The art direction is also pleasing and makes your playthrough, an enjoyable one. One could consider this game to be a difficult title designed for hardcore gamers, but unlike the Souls games, the difficulty can be adjusted"
Anthony Bacchus,2020-03-31T00:00:00.000Z,"Regardless of your platform of choice, Dandara: Trials of Fear Edition needs to be your next game."
James Luff,2020-03-26T00:00:00.000Z,"Initially I was warmed by the retro inspired pixel graphics and music. Dandara dares to be different and it just works. Crazy difficulty spikes made the later areas of the game quite frustrating. Regardless, I can’t deny I still had a lot of fun and the game made me look up some history which is good in my books. As I returned to replay the game I thought about the real Dandara and her struggle to fight against an incredibly difficult cause for the time. While the fight against slavery doesn’t compare to the the struggle of finishing a video game. I spent around two hours fighting the final boss before I succeeded. The lesson I guess I picked up from this is never give up no matter what. You can make it through."
Fernando Sánchez,2020-03-26T00:00:00.000Z,"Dandara was a game with high qualifications, and now that it has an expansion that, in addition to new content, also gives it soul, we cannot stop recommending it. A metroidvania different in style and implementation, but just as addictive and recommended as its most notable peers in the genre."
Łukasz Ankudo,2020-03-16T00:00:00.000Z,Dandara is a metaphor of troubles in early Brazil. The developers use well known folklore and story of real life Dandara to make a nice platformer. It's a challenging game and not an easy completion.
Stephen Tailby,2019-02-27T05:00:00.000Z,"The Witness is an intelligent, expertly crafted puzzle game with ceaselessly satisfying gameplay. It becomes bafflingly complex, yet the free-roaming nature of the island means that you'll never be stuck for long. In addition, the way in which it communicates new elements is nothing short of masterful. All in all, Jonathan Blow's latest is an enormous triumph."
Nate Kiernan,2018-05-13T00:00:00.000Z,"Part of me felt I should enjoy The Witness, that solving it would be its own reward, or that I could not truly say I disliked it until I had unraveled it thoroughly. These are all ridiculous justifications for playing a game I knew early on I disliked. It is such a strong compulsion within the videogame community to compel yourself forward with critically acclaimed games that even your own opinion stops mattering as much for whether you play a game or not. It isn’t about what you think, or what other people think, it’s what you think other people will think."
Łukasz Ankudo,2017-07-16T04:00:00.000Z,"The Witness is a brainchild of Jonathan Blow, the creator of Braid. It's praised for being more of an art price than a game. That's not good. The Witness might look interesting, might have a story that we ought to figure out by ourselves, it might even be on of the best. The only thing is that it's a nice puzzle game and nothing more."
Anthony Preece,2017-05-10T04:00:00.000Z,"An engaging title that will encourage you to think outside the box and look at it from some very obtuse angles. It won't take too long to complete but you won't breeze through it either. No DLC that I have heard about so far but there's enough to keep you occupied.

Thought provoking, challenging and above all else entertaining in it's own way."
Kevin Hunt,2017-03-24T04:00:00.000Z,"There is not much to say; and in no way is that a mark against The Witness. On all accounts The Witness exceeds as a puzzle game; in a visually satisfying and perfectly challenging way it presents puzzles for the player to solve. I want to rant and rave about all the puzzles I solved, I want to convene with others and pick their brains over the challenging ones, I want to describe in vast detail the great variety of challenges The Witness presents. But all of this would do a disservice to The Witness; a truly marvelous game which, to the curious problem solver, simply must be played. I wish there were more to add but there is no story, there is no soundtrack, there is no combat, there is no antagonist, there are no upgrades, there is nothing except line puzzles. And in that regard The Witness is a perfect game."
Zoey Hughes,2017-02-17T05:00:00.000Z,The Witness is as devious as it is brilliant and not for the easily distracted.
Wyzzlex,2017-02-02T05:00:00.000Z,"Putting many unanswered questions aside, The Witness is one of the most interesting games of the last decade. The world is designed beautifully and with an incredible amount of hidden details. Although the riddles can become annoying at some points, you definitely should visit the mysterious island."
Andrew Todd,2016-09-29T04:00:00.000Z,"Blow didn’t just meet expectations; he avoided them entirely, delivering a game that hides deceptive depth in its colourful environment."
Nick Herber,2016-09-26T04:00:00.000Z,I found The Witness to be a fascinating idea that shows an incredible sense of scope. Solving the game's myriad puzzles almost always delivers an incredible sense of satisfaction - an impressive feat when you consider just how many there are to tackle. The island is a truly interesting place to explore and the vast majority of the puzzles work incredibly well with one another and the environment to create a unique if methodical experience that I can easily recommend to fans of puzzle and exploration video games.
Jason Stettner,2016-09-25T04:00:00.000Z,The Witness is a haven for those that love puzzles being a special world for them to explore.
Matt Mirkovich,2016-09-23T04:00:00.000Z,"They really don't make 'em like this any more. The Witness is an amazing game that you'll love to hate for its challenge, cursing it, wondering why you made the purchase, and then something will click for you, and it'll become one of the best games you've ever played."
Rhys Thom,2016-09-22T04:00:00.000Z,"Even though The Witness can become a bit of a slog at times with an obscene amount of puzzles - which border or repetitive - and the ability to easily lose your bearings, it's definitely one you should at least dip your mind into, if only for an hour."
Brennan Dyal,2016-09-19T04:00:00.000Z,"Brennan Dyal lives in Baltimore, and actually likes it. When he's not playing games, he's disappointing his teammates on the basketball court, or going to Popeye's in disguise so they don't ask ""Weren't you just here yesterday?"""
Ken McKown,2016-09-16T04:00:00.000Z,"The Witness is an example of superlative game design. Carefully crafted and mentally challenging. Everyone should dive into this world, it is the perfect game for several players to sit on a couch and solve. It will make your head hurt, it will tease your brain more than any game before it, but it also delivers satisfaction in solution better than anything else before, and perhaps after it. Play this game."
Dae Jim,2016-09-15T04:00:00.000Z,The Witness is a fantastic experience that everyone should play and love. Great looking graphics are walking hand in hand with fun and challenging puzzle gameplay.
Bob Fekete,2016-09-13T04:00:00.000Z,"If you like puzzle games and haven't played The Witness, now's the perfect time. If you're curious at all about it, definitely give it a try. If you know you do not care for puzzle games or something as slow-paced as The Witness, be sure to steer clear for your own sake."
William Schwartz,2016-09-12T04:00:00.000Z,"This Xbox One version of the Witness stands shoulder to should with its PC and PlayStation 4 counterparts, delivering the same content we saw in those releases with a comparable visual fidelity."
Stacey Knowles,2016-09-11T04:00:00.000Z,A remarkable open world puzzler that never loses faith in the intelligence of the player.
Jason Scott,2016-04-06T04:00:00.000Z,I fell in and out of love with The Witness so many times throughout my time with it that by the end I was as confused about my thoughts as I was about the plot.
Fardin Bagherian,2016-03-05T05:00:00.000Z,"The Witness is a difficult yet rewarding puzzle game that will keep your mind occupied for a very long time. If you like puzzles, you'll love The Witness. But if don't like puzzles, then don't play it as it'll make you feel stupid!"
Robert Workman,2016-02-17T05:00:00.000Z,"I may never figure out what's going on inside the head of Jonathan Blow – or what the deal really was with that ""piss jug"" picture he posted on Twitter – but there's no denying his savvy when it comes to game development."
Jed Whitaker,2016-02-17T05:00:00.000Z,"You'll either love or hate The Witness as it will either make you feel smart or stupid. If you don't love puzzles and deep philosophical thoughts, perhaps avoid this one."
Jason Faulkner,2016-02-14T05:00:00.000Z,"I really wish that I could have enjoyed The Witness in the way so many others seem to. I tried, really I did. I attempted to see what was so ""mindtwisting,"" ""transcendental,"" or how it provokes ""natural epiphanies."" I just couldn't though. All I saw were endless line puzzles which felt like endless padding, like the creation of the island itself was as far as the developer got in planning and then realized they had to have some sort of driving mechanism to justify it. The depressing thing about it all is that it's such a waste. The island is a lovely place, and its oversaturated colors give just the right touch to a world that is vaguely fantastical. If Blow had put some variety into the puzzles, preferably using the excellent environment to its fullest, and actually telling a story instead of the lazy minimalistic mess that we got, this title could have been a Myst for a new generation. Instead, it's a dull, frustrating, pointless hike through a lovely, colorful, dead place. If you're looking for the same effect on the cheap, I recommend a box of crayons, a puzzle book, and a nice coloring sheet. You can use the money you have left over to get a game worth your time."
Darren Carle,2016-02-12T05:00:00.000Z,"The Witness is at once beautiful, intricate and alluring whilst being obtuse, unsympathetic and draining. It's not for everyone and few will see all it has to offer. It can punish as much as it rewards. Yet there is little else like it in the field of games, or indeed anywhere else, and whilst these small blemishes may prevent The Witness from being an outright classic, it remains a peerless example of videogame form."
Dan Solberg,2016-02-12T05:00:00.000Z,"The Witness is, above all else, a designed space. And while all videogames are designed spaces in their own right, The Witness does away with the façade that it's anything but a designed space."
Eric Van Allen,2016-02-09T05:00:00.000Z,"The Witness is a profound experience, unlike any other and certainly intimidating in its refusal to give away its secrets for free. However, those with the inclination to buy-in and delve deep will find a trove of excellence, in the way it utilizes simple mechanics to convey greater themes. One of the most cohesive and intricate releases you can find, but not for the faint of heart."
"Chris ""Atom"" DeAngelus",2016-02-08T05:00:00.000Z,"The Witness is a masterpiece of game design and an early contender for one of the best titles of the year. Boiled down to the basics, it's just a series of increasingly complex puzzle-mazes, but the presentation and execution are stellar, and the sense of exploration really adds to the game. It captures just the right sense of maddening and enticing to keep you moving forward. Its high price might scare off some gamers, but those who give it a shot will find it to be a worthwhile experience."
Austin Adamson,2016-02-07T05:00:00.000Z,The Witness is at its best when it is teaching you its mechanics simply by exploring the world and playing the game.
Joanna Nelius,2016-02-06T05:00:00.000Z,"The beauty of The Witness is that the puzzles transcend language itself. They pull you through a broad range of emotions – anguish, despair, desperation – but, once you finally solve that seemingly impossible puzzle, you can raise your fists in the air, victorious, and maybe taunt the game a little bit."
Francesco De Meo,2016-02-06T05:00:00.000Z,"The Witness is an excellent puzzle game, featuring many complex yet fair puzzles, a great atmosphere, an interesting narrative method and a lot of content. With no handholding whatsoever, The Witness certainly is not a game for everyone, but those who are up to the challenge will feel enriched once they solve most of the puzzles included in the game. 

After all the delays, Jonathan Blow and his crew fully delivered."
Carlos Chism,2016-02-05T05:00:00.000Z,"When The Witness can give the player just enough of a push, it communicates these ideas in beautiful ways. When it leaves the player to their own devices, or throws too many rules into a single area or panel, then its philosophies and ideas wind up lost in translation."
Akhil Arora,2016-02-05T05:00:00.000Z,"Its insistence at not providing answers and straying away from the safety of regular rewards can be off-putting. The Witness wants to be more than a game filled with puzzles, but Blow's singular vision lets it down."
Matt Sainsbury,2016-02-05T05:00:00.000Z,"I never thought I'd like a puzzle game this much, and I can't believe a game that isn't a JRPG is a game of the year contender to me. Jon Blow and Thekla have really created something special here, and while it has been a very long wait (I hope that the next one doesn't take eight years to complete...), the long development time has been used to good effect. The Witness is so much more than puzzles in an open world. It is itself an enigma and puzzle, and something far greater than the sum of its individual parts."
Keith Milburn,2016-02-05T05:00:00.000Z,"Not so much filled with ""a-ha!"" moments. They're more like epiphanies."
Richard Moss,2016-02-04T05:00:00.000Z,"The Witness is one of the most fulfilling games I've played in yonks and it accomplishes a rare feat. It's varied, playful, elegant, mysterious, challenging, and intensely focused all at the same time."
Ben Thomas,2016-02-04T05:00:00.000Z,The Witness is a challenging and eye-opening puzzle experience that has been designed with such precision that it can alter your thought process for a long time.
Mark Brown,2016-02-04T05:00:00.000Z,"The Witness offers challenging, if somewhat repetitive puzzles in a world soaked with unique artistic style. If you like maze puzzles, have the patience of a Shaolin monk and are interested in an experience that can only be described as challenging, repetitive and yet meditative - this game is for you."
Clarissa Witt,2018-08-21T04:00:00.000Z,"Without giving away too much, Night in the Woods comprises of incredibly dark moments, an exploration of topics like economic depression, mental health, religion and growing up, lots of interesting and fun sides and funny moments. I feel the characters are really well developed and a lot of thought has been put into their backstories, and fleshing out their personalities. The game itself is aesthetically pleasing with a hand drawn cartoony feel and gameplay is really smooth. Where I feel the game could have improved is towards the end, where you find out what’s been going on the whole time and it all happens all very fast and at once. For me I would have liked more here either in the form of more dialogue or just an extra bit of gameplay. Overall as a small indie game I think it’s done very well."
Seth Hay,2018-04-06T00:00:00.000Z,"Night in the Woods is a powerful, story-driven game that shows that not all games need action if you have strong characters and fun mini-games. Oh and beating up a furnace with a bat is fun, too."
Daniel New,2018-03-27T04:00:00.000Z,"Poignant, sometimes sad, but also joyous and gut-wrenchingly funny, Night in the Woods is a bold, brave game that will be be recognised as an all time great."
احسان محمدی,2018-03-01T05:00:00.000Z,"The moment you step in the Possum Springs, You'll fall in love with it. Setting the bar high for interactive storytelling, Night in the Woods does every other thing just right; from magical artistic design to charming music to smart dialogues. One of the best indie titles in the recent years."
Gianluca Arena,2018-02-21T05:00:00.000Z,"Leaving Possum Sprigns is one of the hardest things we've done in the last years of gaming: Mae Borowski and her fellow young adults have left a memorable stain in our hearts, and we're already looking forward to go visit them again. Don't miss one of the best narrative experiences ever."
Dylan Burns,2018-02-18T05:00:00.000Z,"An interactive story like nothing I’ve played, I couldn’t recommend Night in the Woods as a light experience. It is, however, quite an interesting and impactful one, and one that has kept me thinking, even as I write this review."
Drew Hurley,2018-02-18T05:00:00.000Z,This is an adventure game the likes of which is rarely seen anymore and is completely unlike anything else on Switch.
Nazih Fares,2018-02-16T05:00:00.000Z,"Night in the Woods is the good kind of narrative game, full of rich and deep topic, topped with a simple gameplay and witty humour. A short experience, but a must have for those of you that never played it when launched back in early 2017."
Jack Olohan,2018-02-14T05:00:00.000Z,"I must say that Night in the Woods has me intrigued and already I want to play through it again to get what I missed and spend some more time with Gregg. It's certainly a satisfying experience and if you are looking for a story driven title to play then Night in the Woods is certainly for you, even if the ending left me annoyed."
Ryan Janes,2018-02-12T05:00:00.000Z,"Night in the Woods is an incredible, heartfelt journey that goes above and beyond anything currently on Switch when it comes to its character development and storytelling. While the pacing might not be to everyone’s tastes, Night in the Woods is a truly unforgettable experience and one I’m sure we’ll be talking about for years to come."
David Martinez,2018-02-07T05:00:00.000Z,"Night in the Woods tells a sad story in many levels. We love the art direction and the soundtrack (specially in minigames and dream levels), but it is not a game for everyone. Gameplay falls short compared to narrative elements."
Rossko Keniston,2018-02-07T05:00:00.000Z,Night in the Woods and it's one of the most important experiences I've had as an enthusiast of this industry for over 30 years.
Senja Littman,2018-02-07T05:00:00.000Z,"""Exceptionally well told story about our everyday problems."""
Justin Nation,2018-02-05T05:00:00.000Z,"I think the decision point with a game like Night in the Woods revolves around how much reality you want in your games. If you’re looking purely for an escape, to turn your mind off and simply enjoy yourself, Night in the Woods very much won’t be for you… at all. If, instead, you view games through the lens of entertainment that can also have something to say or to reveal to you about people who may be living very different lives than you I would absolutely say you should check it out. I don’t know that I’ve ever played a game with characters that remind me so much of my own children, some of their struggles, and how sometimes people’s traits being positives or negatives can be very heavily driven by perspective and context. I can’t think of any game I’ve played in quite some time that made me reflect on as many things as Night in the Woods has, and if you’re open to the experience I’d highly recommend it."
Dom Reseigh-Lincoln,2018-02-04T05:00:00.000Z,"Less of a game, and more of an interactive story with some light platforming and exploring to tie it all together, Night In The Woods is one of the most rewarding experiences you can play on Nintendo Switch. A curio better played for yourself than described by us, it's an indie title that will no doubt leave an impression with its enchanting soundtrack, disarming story and instantly identifiable character arcs. Both strange and wonderful in equal measure, few games are as easy to recommend as this."
Juan Romero,2018-02-02T05:00:00.000Z,"A Night in the Woods is a game which requires patience and is best savoured like a good wine or meal. There is lots to explore, many strands of story to uncover, and Possom Springs is a place with characters which just draws you in. Once hooked, it doesn't let go until the credits roll. Mae is an imperfect cat with many vulnerabilities and that's why the story resonates so deep; because when you play this there is no doubt that many will have experienced some of the things in this game. Even though it is a supernatural adventure these are just characters living normal lives with everyday problems which the writers have brought to the fore with an excellent written script. I can't promise that this will be for everyone, but I can confidently say that those that are willing to give this one the time it deserves will be richly rewarded."
Sam Spyrison,2018-02-02T05:00:00.000Z,"Nearly one year later, Night in the Woods remains one of the most quotable and passion-fueled indie titles in recent years."
Muhammad Ali Bari,2018-02-02T05:00:00.000Z,"Night in the Woods is as charming as ever on the Nintendo Switch. The performance is a bit of a mixed bag and there can be some bugs, but all said, it is a solid port that offers a great experience whether you play it on the big screen or take it with you for some portable adventure."
Alexander Morningstar,2018-02-02T05:00:00.000Z,"The story is great, the music is fine, and the game runs well in both docked and handheld mode. Night in the Woods did not really leave me with a lot of complaints. So if you're interested in trying out a well-written story that is fairly relaxing in gameplay to get through, but also want to immerse yourself in an environment along the lines of something like Oxenfree, then Night in the Woods is definitely a must-have."
Kenneth Shepard,2018-02-01T05:00:00.000Z,"As poignant and raw as ever, Night in the Woods feels more at home on Switch than anywhere else."
Mark Delaney,2018-01-17T05:00:00.000Z,Night in the Woods is a refreshing take on the adventure genre.
Brendan Lowry,2017-12-20T05:00:00.000Z,"Though some of its gameplay can feel overly repetitive, Night in the Woods soundly delivers a relatable, impactful narrative that will keep players attached for the ride, from start to finish — all held together by beautiful stylized graphics."
Javier Ulises Lopez,2017-05-14T00:00:00.000Z,"A very particular story driven game stood out from many others during this year, is Night in the Woods worth your time and money or is it another game of the bunch?"
Adam Riley,2017-04-28T04:00:00.000Z,"Night in the Woods is an expertly written story wrapped up in a 2D platform adventure blanket. Whilst not the epitome of actual gaming, it can still hold its own in the face of competition. What makes Infinite Fall's piece of entertainment so compelling, though, is definitely its charm and storytelling expertise, providing such an engrossing tale, complete with sublime audio-visual presentation, making this an essential purchase for those that love to be drawn completely into the world they are playing through."
Gabriel Cavalcanti,2017-04-27T04:00:00.000Z,"A beautiful game with a fitting soundtrack, Night in the Woods pleases with its writing but fails in everything else with artificial choices, pacing problems, and an ending that doesn't go with the tone set in the beginning."
